title,citation,year,pmid
"Prevalence of Helicobacter pylori infection in Nicaraguan children with persistent diarrhea, diagnosed by the 13C-urea breath test.",J. Pediatr. Gastroenterol. Nutr. 1997 Jul;25(1):84-8.,1997,9226533
Methodological validation and clinical usefulness of carbon-14-urea breath test for documentation of presence and eradication of Helicobacter pylori infection.,J. Nucl. Med. 1997 Jul;38(7):1141-5.,1997,9225808
Effect of fasting subjects' posture on 13C-urea breath test for detection of Helicobacter pylori infection.,Helicobacter 1997 Jun;2(2):82-5.,1997,9432333
A citric acid solution is an optimal test drink in the 13C-urea breath test for the diagnosis of Helicobacter pylori infection.,Gut 1997 Apr;40(4):459-62.,1997,9176071
Non-endoscopic tests in the diagnosis of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 1997 Apr;11 Suppl 1:11-20.,1997,9146786
The Helicobacter pylori breath test: a surrogate marker for peptic ulcer disease in dyspeptic patients.,Gut 1997 Mar;40(3):302-6.,1997,9135516
Do patients need to fast for a 13C-urea breath test?,Eur J Gastroenterol Hepatol 1997 Mar;9(3):275-7.,1997,9096429
Validation of a technique for the preparation of individual patient doses of 14C-urea.,Nucl Med Commun 1997 Jan;18(1):57-9.,1997,9061702
37 kBq 14C-urea breath test and gastric biopsy analyses of H. pylori infection.,Aust N Z J Surg 1997 Jan;67(1):31-4.,1997,9033373
Feasibility of analysing [13C]urea breath tests for Helicobacter pylori by gas chromatography-mass spectrometry in the selected ion monitoring mode.,Aliment. Pharmacol. Ther. 1996 Dec;10(6):985-95.,1996,8971299
Prospective evaluation of a new urea-membrane test for the detection of Helicobacter pylori in gastric antral tissue.,Gastrointest. Endosc. 1996 Nov;44(5):527-31.,1996,8934156
Carbon-14-urea breath test: a cautionary note.,J. Nucl. Med. 1996 Nov;37(11):1916.,1996,8917208
Abnormal gastric emptying and Helicobacter pylori infection in patients with cirrhosis of the liver.,Nucl Med Commun 1996 Oct;17(10):915-9.,1996,8951915
Twenty-minute fasting version of the US 13C-urea breath test for the diagnosis of H. pylori infection.,Helicobacter 1996 Sep;1(3):165-7.,1996,9398899
"Effectiveness of quadruple therapy using lansoprazole, instead of omeprazole, in curing Helicobacter pylori infection.",Helicobacter 1996 Sep;1(3):145-50.,1996,9398895
[Methodological study of 13C-urea breath test for detection of Helicobacter pylori infection].,Nihon Shokakibyo Gakkai Zasshi 1996 Aug;93(8):530-6.,1996,8810809
"A seven-day Helicobacter pylori treatment regimen using clarithromycin, omeprazole and tripotassium dicitrato bismuthate.",Aliment. Pharmacol. Ther. 1996 Jun;10(3):279-83.,1996,8791951
Prospective evaluation of the macrolide antibiotic dirithromycin for the treatment of Helicobacter pylori.,Aliment. Pharmacol. Ther. 1996 Jun;10(3):269-73.,1996,8791949
Evaluation of three commercial enzyme immunoassays compared with the 13C urea breath test for detection of Helicobacter pylori infection.,J. Clin. Microbiol. 1996 May;34(5):1147-52.,1996,8727892
Histological predictors of active Helicobacter pylori infection.,Dig. Dis. Sci. 1996 May;41(5):937-43.,1996,8625766
New noninvasive tests for Helicobacter pylori gastritis. Comparison with tissue-based gold standard.,Dig. Dis. Sci. 1996 Apr;41(4):740-8.,1996,8674395
Gastric emptying and Helicobacter pylori infection in duodenal ulcer disease.,Dig. Dis. Sci. 1996 Mar;41(3):462-8.,1996,8617116
[The detection of Helicobacter pylori by the 13C-urea breath test (13C-UBT) using automated breath 13C analyser].,Nihon Shokakibyo Gakkai Zasshi 1996 Jan;93(1):68.,1996,8642764
Prolonged effect of omeprazole on the 14C-urea breath test.,Am. J. Gastroenterol. 1996 Jan;91(1):89-92.,1996,8561151
"The influence of isolated doses of drugs, feeding and colonic bacterial ureolysis on urea breath test results.",Aliment. Pharmacol. Ther. 1995 Dec;9(6):705-9.,1995,8824660
Delayed gastric emptying does not predispose to Helicobacter pylori infection in non-ulcer dyspepsia patients.,Nucl Med Commun 1995 Dec;16(12):1063-7.,1995,8719989
[Detection of Helicobacter pylori by culture and the 13C-urea breath test using an automated breath 13C analyzer].,Nihon Shokakibyo Gakkai Zasshi 1995 Nov;92(11):1839-45.,1995,8544353
14C-urea breath test: a useful non-invasive test in the diagnosis of Helicobacter pylori infection.,Med. J. Malaysia 1995 Sep;50(3):208-11.,1995,8926896
[13C-urea breath test. Patient-friendly gold standard in the diagnosis of Helicobacter pylori infection with long term cost control potential].,Dtsch. Med. Wochenschr. 1995 Jul;120(27):976-8.,1995,7607064
Accuracy of invasive and noninvasive tests to diagnose Helicobacter pylori infection.,Gastroenterology 1995 Jul;109(1):136-41.,1995,7540995
High Helicobacter pylori numbers are associated with low eradication rate after triple therapy.,Gut 1995 Jun;36(6):845-7.,1995,7615271
Plasma arginine and leucine kinetics and urea production rates in burn patients.,Metab. Clin. Exp. 1995 May;44(5):659-66.,1995,7752916
Isotope-selective non-dispersive infrared spectrometry for detection of Helicobacter pylori infection with 13C-urea breath test.,Lancet 1995 Apr;345(8955):961-2.,1995,7715299
Helicobacter pylori infection in perforated peptic ulcer disease.,Br J Surg 1995 Mar;82(3):360-2.,1995,7796009
[13C-urea breath test for the detection of Helicobacter pylori infection and the assessment of therapeutic effect].,Nihon Shokakibyo Gakkai Zasshi 1995 Mar;92(3):264.,1995,7731098
Effect of a test meal on the intragastric distribution of urea in the 13C-urea breath test for Helicobacter pylori.,Gut 1995 Mar;36(3):337-40.,1995,7698688
Efficacy of lansoprazole and amoxicillin in eradicating Helicobacter pylori: evaluation using 13C-UBT and Monoclonal H. pylori antibody testing.,J. Clin. Gastroenterol. 1995 ;20 Suppl 2:S118-20.,1995,7594326
13C-UBT using an infrared spectrometer for detection of Helicobacter pylori and for monitoring the effects of lansoprazole.,J. Clin. Gastroenterol. 1995 ;20 Suppl 2:S115-7.,1995,7594325
[The modified 13C-urea breath test in the diagnosis of Helicobacter pylori colonization of the gastric mucosa].,Dtsch. Med. Wochenschr. 1994 Nov;119(46):1569-72.,1994,7956797
Evolution of Helicobacter pylori positivity in infants born from positive mothers.,J. Pediatr. Gastroenterol. Nutr. 1994 Jul;19(1):87-90.,1994,7965484
The urea breath test for Helicobacter pylori.,Gut 1994 Jun;35(6):723-5.,1994,8020791
"Diagnosis of Helicobacter pylori infection in adults and children by using the Malakit Helicobacter pylori, a commercially available enzyme-linked immunosorbent assay.",J. Clin. Microbiol. 1993 Jul;31(7):1770-3.,1993,8349752
Radiation dose estimates for the carbon-14-labeled urea breath test.,J. Nucl. Med. 1993 May;34(5):821-5.,1993,8478718
"The 13C-urea breath test, Helicobacter pylori infection, and the operated stomach.",J. Clin. Gastroenterol. 1993 Jan;16(1):82-4.,1993,8421157
The diagnosis of Helicobacter pylori infection in uremic patients.,Am. J. Kidney Dis. 1992 Dec;20(6):574-9.,1992,1462985
Contribution of the 13C-urea breath test to the detection of Helicobacter pylori gastritis in children.,Pediatrics 1992 Oct;90(4):608-11.,1992,1408517
Comparison of one-day oral dosing with three bismuth compounds for the suppression of Helicobacter pylori assessed by the 13C-urea breath test.,Aliment. Pharmacol. Ther. 1992 Feb;6(1):97-102.,1992,1543820
"Simplified single sample 13Carbon urea breath test for Helicobacter pylori: comparison with histology, culture, and ELISA serology.",Gut 1991 Dec;32(12):1461-4.,1991,1773948
Quantification of Helicobacter pylori infection in gastritis and ulcer disease using a simple and rapid carbon-14-urea breath test.,J. Nucl. Med. 1991 Jun;32(6):1192-8.,1991,2045933
13C-urea breath test for Helicobacter pylori infection.,Gut 1991 May;32(5):551-2.,1991,2040481
Helicobacter pylori infection treated with a tripotassium dicitrato bismuthate and metronidazole combination.,Aliment. Pharmacol. Ther. 1990 Dec;4(6):651-7.,1990,2129652
Validation of a simplified carbon-14-urea breath test for routine use for detecting Helicobacter [correction of Heliobacter] pylori noninvasively.,J. Nucl. Med. 1990 Dec;31(12):1940-4.,1990,2125066
The 14CO2 urea breath test for Helicobacter pylori infection.,J. Pediatr. Gastroenterol. Nutr. 1990 Aug;11(2):284-5.,1990,2118567
[13C-urea breath test as a non-invasive method for the detection of Helicobacter (Campylobacter) pylori].,Dtsch. Med. Wochenschr. 1990 Mar;115(10):367-71.,1990,2311511
14C-urea breath test in C pylori gastritis.,Gut 1989 Jun;30(6):798-803.,1989,2753404
14C-urea breath test for C pylori.,Gut 1989 Nov;30(11):1656-7.,1989,2599450
Does mitochondrial compartmentation of CO2 exist in man?,Clin Physiol 1989 Aug;9(4):345-52.,1989,2504534
Carbon-14 urea breath test for the diagnosis of Campylobacter pylori associated gastritis.,J. Nucl. Med. 1988 Jan;29(1):11-6.,1988,3335917
"14C-urea breath analysis, a non-invasive test for Campylobacter pylori in the stomach.",Lancet 1987 Jun;1(8546):1367-8.,1987,2884468
Campylobacter pylori detected noninvasively by the 13C-urea breath test.,Lancet 1987 May;1(8543):1174-7.,1987,2883491
Urea nitrogen excretion in critically ill children.,Pediatrics 1982 Dec;70(6):949-55.,1982,6815611
Chylothorax after high translumbar aortography.,Thorax 1975 Feb;30(1):110-2.,1975,1124524
"",  ;:.,,22100775
Prevalence of Helicobacter pylori infection and intestinal parasitosis in children of the Xingu Indian Reservation.,J Pediatr (Rio J) 2011 Sep-Oct;87(5):393-8.,,21842116
Does low dose (13)C-urea breath test maintain a satisfactory accuracy in diagnosing Helicobacter pylori infection?,Arq Gastroenterol 2011 Apr-Jun;48(2):104-8.,,21709950
[Helicobacter pylori infection: Review and practice].,Presse Med 2010 Jul-Aug;39(7-8):815-22.,,20627443
Breath alcohol level and plasma amino acids: a comparison between older and younger chronic alcohol-dependent patients.,Alcohol Alcohol. 2008 Nov-Dec;43(6):653-7.,,18809690
Clinical aspects of Helicobacter pylori infection.,Pol. Arch. Med. Wewn. 2008 Jul-Aug;118(7-8):426-30.,,18714738
[Management of Helicobacter pylori infection in primary care in Spain].,Gastroenterol Hepatol 2008 Jun-Jul;31(6):327-34.,,18570808
Biomonitoring of workers cleaning up ammunition waste sites.,Biomarkers 2007 Nov-Dec;12(6):559-73.,,17852074
The role of Helicobacter pylori in urticaria and atopic dermatitis.,Skinmed 2006 Jul-Aug;5(4):172-6.,,16855407
Sleep-disordered breathing in nondialyzed patients with chronic renal failure.,Lung 2006 Jan-Feb;184(1):43-9.,,16598651
Is the remarkable contradiction between histology and 14C urea breath test in the detection of Helicobacter pylori due to false-negative histology or false-positive 14C urea breath test?,J. Int. Med. Res. 2005 Nov-Dec;33(6):632-40.,,16372580
Improvement of mitochondrial function evaluated by ketoisocaproic acid breath test in patients with HCV infection undergoing albumin dialysis.,Transplant. Proc. 2005 Jul-Aug;37(6):2554-6.,,16182741
[Breath tests in the diagnosis of gastrointestinal diseases].,Gastroenterol Hepatol 2005 Aug-Sep;28(7):407-16.,,16137476
13C-urea breath test for diagnosis of Helicobacter pylori infection in the elderly.,Dig. Dis. Sci. 2004 Nov-Dec;49(11-12):1840-4.,,15628714
Is Helicobacter pylori infection associated with chronic idiopathic urticaria?,Allergol Immunopathol (Madr) 2003 Jul-Aug;31(4):209-14.,,12890412
Efficacy of the eradication of Helicobacter pylori infection in patients with chronic urticaria. A placebo-controlled double blind study.,Allergol Immunopathol (Madr) 2002 Sep-Oct;30(5):255-8.,,12396958
A new semiquantitative method of quantifying Helicobacter pylori in antigen stools.,J. Clin. Gastroenterol. 2002 Nov-Dec;35(5):375-8.,,12394223
[Helicobacter pylori eradication in patients with peptic ulcer after two treatment failures: a prospective culture-guided study].,Gastroenterol Hepatol 2002 Aug-Sep;25(7):438-42.,,12139836
Chronic pruritus associated with Helicobacter pylori.,J Cutan Med Surg 2002 Mar-Apr;6(2):103-8.,,11992181
Clinical benefits and tolerability of increased fill volumes in Japanese peritoneal dialysis patients.,Perit Dial Int 2001 Sep-Oct;21(5):455-61.,,11757828
One year follow-up of patients after successful helicobacter pylori eradication therapy.,J. Physiol. Paris 2001 Jan-Dec;95(1-6):457-60.,,11595475
Role of Helicobacter pylori in cirrhotic patients with dyspepsia: a 13C-urea breath test study.,Adv Ther 2001 May-Jun;18(3):140-50.,,11571826
"Traffic-related air pollution affects peak expiratory flow, exhaled nitric oxide, and inflammatory nasal markers.",Arch. Environ. Health 2001 Mar-Apr;56(2):167-74.,,11339681
"Cut-off point, timing and pitfalls of the 13C-urea breath test as measured by infrared spectrometry.",Dig Liver Dis 2001 Jan-Feb;33(1):30-5.,,11303972
Expression of proinflammatory and Th1 but not Th2 cytokines is enhanced in gastric mucosa of Helicobacter pylori infected children.,Dig Liver Dis 2001 Jan-Feb;33(1):14-20.,,11303969
DIAGNOSTIC ACCURACY OF UREA BREATH TEST FOR HELICOBACTER PYLORI INFECTION IN CHILDREN WITH DYSPEPSIA IN COMPARISON TO HISTOPATHOLOGY.,Arq Gastroenterol 2016 Apr-Jun;53(2):108-12.,,27305418
Quadruple therapy versus standard triple therapy for eradication of Helicobacter pylori in Kuwait.,Arab J Gastroenterol 2015 Sep-Dec;16(3-4):131-5.,,26611765
Investigation of the association between glaucoma and Helicobacter pylori infection using the 14C-urea breath test.,Arq Bras Oftalmol 2015 Jul-Aug;78(4):229-31.,,26375337
Low dose capsule based 13c-urea breath test compared with the conventional 13c-urea breath test and invasive tests.,Arq Gastroenterol 2014 Apr-Jun;51(2):133-8.,,25003266
Comparison of invasive and noninvasive methods for the diagnosis and evaluation of eradication of Helicobacter pylori infection in children.,Arch. Med. Res. 2000 Jul-Aug;31(4):415-21.,,11068086
Helicobacter pylori infection and eradication in paediatric patients.,Paediatr Drugs 2000 Sep-Oct;2(5):357-65.,,11022797
Pharmaceutical interference with the [14C] carbon urea breath test for the detection of Helicobacter pylori infection.,J Pharm Pharm Sci 2000 May-Aug;3(2):228-33.,,10994036
13C-urea breath test for the diagnosis of Helicobacter pylori infection before treatment: is citric acid necessary?,Dig Liver Dis 2000 Jan-Feb;32(1):20-4.,,10975750
13C-Urea breath test is superior in sensitivity to detect Helicobacter pylori infection than either antral histology or rapid urease test.,J. Physiol. Paris 2000 Mar-Apr;94(2):153-6.,,10791697
Helicobacter pylori and smoking: two additive risk factors for organic dyspepsia.,Yale J Biol Med 1998 Mar-Apr;71(2):91-9.,,10378354
Realities of diagnosing Helicobacter pylori infection in clinical practice: a case for non-invasive indirect methodologies.,Yale J Biol Med 1998 Mar-Apr;71(2):81-90.,,10378353
Breath test diagnosis of Helicobacter pylori in peptic ulcer disease: a noninvasive primary care option.,J Am Board Fam Pract 1997 Nov-Dec;10(6):385-9.,,9407478
The 13C urea breath test to assess Helicobacter pylori infection in school children.,Natl Med J India 1997 Mar-Apr;10(2):57-60.,,9153979
Validity of a novel biopsy urease test (HUT) and a simplified 13C-urea breath test for diagnosis of Helicobacter pylori infection and estimation of the severity of gastritis.,Digestion 1996 Nov-Dec;57(6):391-7.,,8913700
Utility of brushing cytology in the diagnosis of Helicobacter pylori infection.,Acta Cytol. 1996 Jul-Aug;40(4):714-8.,,8693891
